Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links
361,U1478,A,1,1-CC,H,CC,PAL,FORAM,0,5,6.62,6.67,,,,A [A103],,,,R [A104],A [A104],R [A104],R [A104],A [A104],,,,,,F [A104],A [A104],,,,R [A104],,,,F [A104],,,F [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,R [A104],,,A [A104],,R [A104],,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,2,2-2,H,2,W,70/72-FORAM,0,2,8.9,8.92,,,,C [A103],,,P [A104],,R [A104],,,P [A104],,,,,,F [A104],F [A104],,,,P [A104],,,,P [A104],,,P [A104],,,,,,,,,,P [A104],P [A104],,,,,R [A104],,,P [A104],,,,,P [A104],,P [A104],,,,,,,
361,U1478,A,2,2-5,H,5,W,70/72-FORAM,0,2,13.4,13.42,"T Globigerinoides ruber pink (Gradstein et al., 2012)",,,C [A103],,,P [A104],,R [A104],P [A104],,F [A104],,,,,R [A104],A [A104],A [A104],,,,,,P [A104],,P [A104],,,R [A104],,,,,,,,,,P [A104],,,,,,R [A104],,,R [A104],,,,P [A104],,,,,,,,,,
361,U1478,A,2,2-CC,H,CC,PAL,FORAM,0,5,15.88,15.93,,,,A [A103],,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,R [A104],A [A104],F [A104],,,,,,,,R [A104],,,F [A104],,,,,,,R [A104],,,R [A104],,,,,,F [A104],,,F [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,3,3-1,H,1,W,70/72-FORAM,0,2,16.9,16.92,,,,A [A103],,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,R [A104],A [A104],F [A104],,,,R [A104],,,,R [A104],,,F [A104],,,,,,,R [A104],,,R [A104],P [A104],R [A104],,,,R [A104],,,F [A104],,R [A104],,R [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,3,3-3,H,3,W,70/72-FORAM,0,2,19.9,19.92,,,,A [A103],,,,R [A104],R [A104],,,R [A104],R [A104],,,,R [A104],A [A104],F [A104],,,,,,,,R [A104],,,P [A104],,,,,,,,,,P [A104],,,,,,R [A104],,,D [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,3,3-5,H,5,W,70/72-FORAM,0,2,22.81,22.83,,,,A [A103],,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,R [A104],A [A104],F [A104],,,,R [A104],,,,F [A104],,,R [A104],,,,,,,P [A104],,,R [A104],,,,,,R [A104],,,A [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,3,3-CC,H,CC,PAL,FORAM,0,5,26.01,26.06,,,,A [A103],,,R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],,,,F [A104],A [A104],R [A104],,,,,,,,R [A104],,,R [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,R [A104],,,D [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,4,4-CC,H,CC,PAL,FORAM,0,5,35.54,35.59,,,,A [A103],,,R [A104],R [A104],R [A104],,R [A104],R [A104],R [A104],,,,F [A104],A [A104],R [A104],,,,R [A104],,,,R [A104],,,R [A104],,,,,,,R [A104],,,R [A104],R [A104],,,,,R [A104],,,A [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,5,5-1,H,1,W,70/72-FORAM,0,2,35.9,35.92,,,,A [A103],,,P [A104],,F [A104],,P [A104],R [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,,,R [A104],,,P [A104],,,,,,,,,,R [A104],,,,,,P [A104],,,R [A104],,P [A104],,P [A104],,,P [A104],,,,,,,
361,U1478,A,5,5-3,H,3,W,70/72-FORAM,0,2,38.9,38.92,,,,A [A103],,,P [A104],,F [A104],,P [A104],R [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,,,R [A104],,,P [A104],,,,,,,,,,R [A104],,,,,,P [A104],,,R [A104],,P [A104],,P [A104],P [A104],,,,,,,,,
361,U1478,A,5,5-5,H,5,W,70/72-FORAM,0,2,41.9,41.92,,,,A [A103],,,P [A104],,F [A104],,P [A104],R [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,,,R [A104],,,P [A104],,,,,,,,,,R [A104],,,,,,P [A104],,,R [A104],,P [A104],,P [A104],,,,,,,,,,
361,U1478,A,5,5-CC,H,CC,PAL,FORAM,0,5,44.88,44.93,,,,A [A103],,,R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],,,,,F [A104],A [A104],,,,R [A104],,,,R [A104],,,R [A104],,,,,,,R [A104],,,P [A104],R [A104],R [A104],,,,R [A104],,,D [A104],,R [A104],,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,6,6-1,H,1,W,70/72-FORAM,0,2,45.4,45.42,,,,A [A103],,,P [A104],,R [A104],P [A104],,F [A104],P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,P [A104],,,,,,,,,,,P [A104],,,,,,,,P [A104],,,,R [A104],P [A104],,,,,,,,,
361,U1478,A,6,6-3,H,3,W,70/72-FORAM,0,2,48.4,48.42,,,,A [A103],,,P [A104],,,,P [A104],F [A104],P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,R [A104],,,,,,,,,,,P [A104],,,,,,,,F [A104],,,,P [A104],P [A104],,,,,,,,,
361,U1478,A,6,6-5,H,5,W,70/72-FORAM,0,2,51.4,51.42,,,,A [A103],,,P [A104],,,,P [A104],F [A104],P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,R [A104],,,,,,,,,,,P [A104],,,,,,,,F [A104],,,,P [A104],P [A104],,,,,,,,,
361,U1478,A,6,6-CC,H,CC,PAL,FORAM,0,5,54.52,54.57,"T Globorotalia tosaensis (Gradstein et al., 2012)",,,A [A103],,,R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],R [A104],,,,,A [A104],A [A104],,,,R [A104],,,,R [A104],,,R [A104],,,,,,,R [A104],,R [A104],R [A104],R [A104],,,,,R [A104],,,D [A104],,R [A104],,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,7,7-1,H,1,W,70/72-FORAM,0,2,54.9,54.92,,,,A [A103],,,,,R [A104],P [A104],,F [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,P [A104],,P [A104],,,P [A104],,,,,,P [A104],P [A104],,P [A104],,P [A104],,,,,R [A104],,,R [A104],,P [A104],,,P [A104],,,,,,,,,
361,U1478,A,7,7-3,H,3,W,70/72-FORAM,0,2,57.9,57.92,,,,A [A103],,,P [A104],P [A104],R [A104],,,R [A104],,,,,,A [A104],F [A104],,,,P [A104],,,,P [A104],,,,,,,,,,,,P [A104],P [A104],P [A104],,,,,,,,,,,,,,,P [A104],,,,,,,
361,U1478,A,7,7-5,H,5,W,70/72-FORAM,0,2,60.9,60.92,,,,A [A103],,,,,R [A104],P [A104],,F [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,P [A104],,P [A104],,,P [A104],,,,,,P [A104],P [A104],,P [A104],R [A104],P [A104],,,,,R [A104],,,R [A104],,P [A104],,,P [A104],,,,,,,,,
361,U1478,A,7,7-CC,H,CC,PAL,FORAM,0,5,63.97,64.02,,,,A [A103],,,R [A104],R [A104],F [A104],R [A104],R [A104],R [A104],R [A104],,,,,A [A104],A [A104],,,,F [A104],,,,R [A104],,,R [A104],,,,,,,R [A104],,R [A104],R [A104],R [A104],,,,,R [A104],,,F [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,8,8-1,H,1,W,70/72-FORAM,0,2,64.4,64.42,,,,C [A103],,,R [A104],,P [A104],,,R [A104],P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,P [A104],,,,,,,,,R [A104],P [A104],,,,,,,,,R [A104],,P [A104],,R [A104],P [A104],,P [A104],,,,,,,
361,U1478,A,8,8-3,H,3,W,70/72-FORAM,0,2,67.4,67.42,,,,A [A103],,,R [A104],F [A104],R [A104],,P [A104],,P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,R [A104],,,R [A104],,,,,,,,,R [A104],R [A104],P [A104],,,,,P [A104],,,F [A104],,P [A104],,F [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,8,8-5,H,5,W,70/72-FORAM,0,2,70.4,70.42,,,,A [A103],,,R [A104],P [A104],F [A104],,P [A104],,P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,R [A104],,,R [A104],,,,,,,,,R [A104],R [A104],P [A104],,,,,P [A104],,,F [A104],,P [A104],,F [A104],R [A104],,,,,,,,,
361,U1478,A,8,8-CC,H,CC,PAL,FORAM,0,5,73.56,73.61,,,,A [A103],,,R [A104],R [A104],F [A104],R [A104],R [A104],F [A104],R [A104],,,,,A [A104],A [A104],,,,F [A104],,,,R [A104],,,R [A104],,,,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,,R [A104],,P [A104],F [A104],,F [A104],,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,9,9-1,H,1,W,70/72-FORAM,0,2,73.9,73.92,,,,A [A103],,,R [A104],P [A104],F [A104],,P [A104],,P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,R [A104],,,R [A104],,,,,,,,,R [A104],R [A104],P [A104],,,,,P [A104],,,F [A104],,P [A104],,F [A104],R [A104],,,,,,,,,
361,U1478,A,9,9-3,H,3,W,70/72-FORAM,0,2,76.9,76.92,,,,A [A103],,,R [A104],R [A104],F [A104],R [A104],R [A104],R [A104],R [A104],,,,,A [A104],A [A104],,,,F [A104],,,,R [A104],,,R [A104],,,,,,,R [A104],,R [A104],R [A104],R [A104],,,,,R [A104],,,F [A104],,R [A104],,R [A104],R [A104],,,,,,,,,
361,U1478,A,9,9-5,H,5,W,70/72-FORAM,0,2,79.9,79.92,,,,A [A103],,,R [A104],P [A104],R [A104],P [A104],P [A104],F [A104],P [A104],,,,,A [A104],A [A104],,,,F [A104],,,,F [A104],,,R [A104],,,,,,,P [A104],,P [A104],R [A104],P [A104],R [A104],,,,,,,F [A104],P [A104],R [A104],,R [A104],F [A104],,P [A104],,,,,,,
361,U1478,A,9,9-CC,H,CC,PAL,FORAM,0,5,83.03,83.08,,,,A [A103],,,R [A104],R [A104],R [A104],,R [A104],R [A104],R [A104],,,,,A [A104],A [A104],,,,F [A104],,,,F [A104],,,F [A104],,,,,R [A104],R [A104],,,P [A104],R [A104],R [A104],,,,,,,,F [A104],P [A104],R [A104],,R [A104],P [A104],,P [A104],,,,,,,
361,U1478,A,10,10-2,H,2,W,70/72-FORAM,0,2,84.9,84.92,,,,A [A103],,,R [A104],P [A104],F [A104],,P [A104],,P [A104],,,,,A [A104],A [A104],,,,P [A104],,,,R [A104],,,R [A104],,,,,,,,,R [A104],R [A104],P [A104],,,,,P [A104],,,F [A104],,P [A104],,F [A104],R [A104],,,,,,,,,
361,U1478,A,10,10-4,H,4,W,70/72-FORAM,0,2,87.93,87.95,,,,A [A103],,,R [A104],P [A104],R [A104],P [A104],P [A104],F [A104],P [A104],,,,,A [A104],A [A104],,,,F [A104],,,,F [A104],,,R [A104],,,,,,,P [A104],,P [A104],R [A104],P [A104],R [A104],,,,,,,F [A104],P [A104],R [A104],,R [A104],F [A104],,P [A104],,,,,,,
361,U1478,A,10,10-6,H,6,W,70/72-FORAM,0,2,90.94,90.96,,,,A [A103],,,R [A104],R [A104],F [A104],R [A104],R [A104],F [A104],R [A104],,,,,A [A104],A [A104],,,,F [A104],,,,R [A104],,,R [A104],,,,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,,R [A104],,P [A104],F [A104],,F [A104],,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,10,10-CC,H,CC,PAL,FORAM,0,5,92.71,92.76,,,,A [A103],,,R [A104],R [A104],R [A104],,P [A104],F [A104],F [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,,,,,,,,P [A104],,R [A104],R [A104],,,,,,P [A104],,,R [A104],,,,P [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,11,11-1,H,1,FORAM,,0,2,92.9,92.92,,,,A [A103],,,R [A104],P [A104],R [A104],P [A104],P [A104],F [A104],P [A104],,,,,A [A104],A [A104],,,,F [A104],,,,F [A104],,,R [A104],,,,,,,P [A104],,P [A104],R [A104],P [A104],R [A104],,,,,,,F [A104],P [A104],R [A104],,R [A104],F [A104],,P [A104],,,,,,,
361,U1478,A,11,11-3,H,3,FORAM,,0,2,95.89,95.91,,,,A [A103],,,P [A104],P [A104],,P [A104],P [A104],F [A104],,,,,,A [A104],A [A104],,,,,,,,F [A104],,,R [A104],,,,,,,P [A104],,P [A104],P [A104],P [A104],,,,,,,,F [A104],P [A104],R [A104],,R [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,11,11-5,H,5,FORAM,,0,2,98.82,98.84,,,,A [A103],,,P [A104],,P [A104],,,P [A104],,,,,,A [A104],F [A104],,,,P [A104],,,,F [A104],,,R [A104],,,,,,,P [A104],,,,P [A104],,,,,,,,A [A104],P [A104],,,F [A104],F [A104],,,,,,,,,
361,U1478,A,11,11-CC,H,CC,PAL,FORAM,0,5,102.12,102.17,,,,A [A103],,,R [A104],,R [A104],R [A104],R [A104],,F [A104],R [A104],,,,A [A104],A [A104],,,,F [A104],,P [A104],,R [A104],,,P [A104],,,,,P [A104],R [A104],,,,P [A104],R [A104],,,,,,,,F [A104],P [A104],,,F [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,12,12-1,H,1,W,70/72-FORAM,0,2,102.4,102.42,,,,A [A103],,,R [A104],P [A104],F [A104],,,F [A104],P [A104],,,,,A [A104],A [A104],,,,,,,,,,,P [A104],,,,,,,,,,R [A104],P [A104],P [A104],P [A104],,,R [A104],,,F [A104],,,,,F [A104],,P [A104],,,,,,,
361,U1478,A,12,12-3,H,3,W,70/72-FORAM,0,2,105.4,105.42,,,,A [A103],,,,,R [A104],P [A104],P [A104],F [A104],,R [A104],,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,P [A104],,,,,,,,,P [A104],R [A104],P [A104],,P [A104],,,P [A104],,P [A104],,,,,F [A104],P [A104],,P [A104],,,,,,,
361,U1478,A,12,12-5,H,5,W,60/62-FORAM,0,2,108.3,108.32,,,,A [A103],,,P [A104],,F [A104],,,F [A104],,R [A104],,,,A [A104],A [A104],,,,P [A104],,,,,,,P [A104],,,,,,,,,,R [A104],,,P [A104],,,P [A104],,,,,,,R [A104],P [A104],,,,,,,,,
361,U1478,A,12,12-CC,H,CC,PAL,FORAM,0,5,111.37,111.42,,,,A [A103],,,P [A104],P [A104],R [A104],,,F [A104],F [A104],R [A104],,,,A [A104],A [A104],,,,R [A104],,P [A104],,F [A104],,,P [A104],,,,,,P [A104],P [A104],,R [A104],R [A104],R [A104],R [A104],,,,R [A104],,,F [A104],,R [A104],,F [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,13,13-2,H,2,W,70/72-FORAM,0,2,113.4,113.42,,,,A [A103],,,P [A104],,P [A104],P [A104],P [A104],R [A104],P [A104],,,,,A [A104],A [A104],,,,,,,,P [A104],,,R [A104],,,,,,,P [A104],,R [A104],,P [A104],,P [A104],,,R [A104],,,R [A104],,,,,P [A104],,,,,,,,,
361,U1478,A,13,13-4,H,4,W,70/72-FORAM,0,2,116.4,116.42,,,,A [A103],,,P [A104],,P [A104],P [A104],,R [A104],P [A104],,,,,A [A104],F [A104],,,,,,,,P [A104],,,P [A104],,,,,,,P [A104],,,P [A104],P [A104],,P [A104],,,P [A104],,,F [A104],,,,,P [A104],,,,,,,,,
361,U1478,A,13,13-6,H,6,W,70/72-FORAM,0,2,119.4,119.42,,,,A [A103],,,P [A104],,P [A104],P [A104],P [A104],R [A104],P [A104],,,,,A [A104],A [A104],,,,,,,,P [A104],,,R [A104],,,,,,,P [A104],,R [A104],,P [A104],,P [A104],,,R [A104],,,R [A104],,,,,P [A104],,,,,,,,,
361,U1478,A,13,13-CC,H,CC,PAL,FORAM,0,5,121.17,121.22,,,,A [A103],,,R [A104],R [A104],R [A104],P [A104],R [A104],R [A104],R [A104],,,,,A [A104],A [A104],,,,P [A104],,,,P [A104],,,P [A104],,,,,,R [A104],R [A104],,R [A104],R [A104],R [A104],,,,,,,,F [A104],,R [A104],,F [A104],P [A104],,P [A104],,,,,,,
361,U1478,A,14,14-CC,H,CC,PAL,FORAM,0,5,130.77,130.82,"T Neogloboquadrina acostaensis (Gradstein et al., 2012)",,,A [A103],,,P [A104],R [A104],,,,R [A104],P [A104],,,,,A [A104],A [A104],,,,,,P [A104],,P [A104],,,R [A104],,,,,P [A104],,R [A104],,R [A104],R [A104],R [A104],,,,,,,R [A104],F [A104],,P [A104],,,P [A104],,P [A104],,,,,,,
361,U1478,A,15,15-1,H,1,W,70/72-FORAM,0,2,130.9,130.92,,,,A [A103],,,P [A104],,R [A104],,P [A104],R [A104],P [A104],,,,,A [A104],A [A104],,,,,,,,P [A104],,,,,,,,,,P [A104],,P [A104],P [A104],P [A104],,P [A104],,,P [A104],,R [A104],,,P [A104],,,P [A104],,P [A104],,,,,,,
361,U1478,A,15,15-3,H,3,W,70/72-FORAM,0,2,133.9,133.92,,,,A [A103],,,P [A104],,R [A104],,P [A104],R [A104],P [A104],,,,,A [A104],A [A104],,,,,,,,P [A104],,,,,,,,,,P [A104],,P [A104],P [A104],P [A104],,,,,R [A104],,R [A104],,,P [A104],,,P [A104],,P [A104],,,,,,,
361,U1478,A,15,15-5,H,5,W,70/72-FORAM,0,2,136.9,136.92,,,,A [A103],,,,,F [A104],P [A104],,,P [A104],,,,,A [A104],F [A104],,,,,,P [A104],,,,,,,,,,,,,,R [A104],,P [A104],,,,,P [A104],,,F [A104],,,,,P [A104],,P [A104],,,,,,,
361,U1478,A,15,15-CC,H,CC,PAL,FORAM,0,5,139.4,139.45,,,,A [A103],,,P [A104],R [A104],P [A104],,R [A104],R [A104],P [A104],,,,,A [A104],A [A104],,,,R [A104],,,,P [A104],,,P [A104],,,,,,,P [A104],,R [A104],,R [A104],,R [A104],,,,R [A104],R [A104],R [A104],,,,,R [A104],,P [A104],,,,,,,
